,Image,Accuracy,F1,Jaccard,Recall,Precision
260,p_8e5e8650,0.9934261935345751,0.9903458819183262,0.9808763854694783,0.9833298538825793,0.9974627477136032
261,p_8f25de7c,0.9524142661179699,0.9319902269034624,0.8726420397833006,0.9481198752483689,0.9164002014452978
262,p_90780458,0.9908060397957387,0.9393198359393538,0.8855825420014609,0.8882996748637634,0.9965578891126546
263,p_9105cbb1,0.9752247912652537,0.9811150061042714,0.9629300774692511,0.9631470074653167,0.9997661535903218
264,p_913ad33f,0.9834076003086419,0.9583774890518013,0.9200813912704146,0.9203593078722905,0.9996719135265005
265,p_9197d1f6,0.9945913351623228,0.9902846835155832,0.9807563254200339,0.9810755391732067,0.999668354603549
266,p_9209383e,0.9950634430727023,0.9937975622559725,0.9876715907030919,0.9903759174653338,0.9972429318602067
267,p_930f61e7,0.9668124358615543,0.9550916582112091,0.9140434811499127,0.9144481090954691,0.999516139952803
268,p_944f60b5,0.9878794637750784,0.9834772405674168,0.9674916094514084,0.96776475281554,0.999708360080201
269,p_94cb71c2,0.9937521571750962,0.9949006595609247,0.9898530618140737,0.9973032531477433,0.9925096142829658
270,p_954c83b4,0.9851687885802469,0.9774600196420457,0.9559137426586218,0.9721830611170804,0.9827945769166715
271,p_95a10f19,0.9379641950666568,0.9616956627419865,0.9262175146852051,0.9262175146852051,1.0
272,p_970b8066,0.9687120770836367,0.9760373550519055,0.9531962517064103,0.9531962517064103,1.0
273,p_97a13c76,0.9727021555317376,0.934389910895992,0.8768591067692035,0.881557094827237,0.9939591205405126
274,p_984869e2,0.9788689422373298,0.9806184325975371,0.9619738711739706,0.9672970548661982,0.9943118514802688
275,p_9896b42f,0.8844473379629629,0.9183156823935369,0.8489682871852797,0.8634076858578063,0.9806816609752368
276,p_991d788b,0.989113511659808,0.9602648592153108,0.9235668023017841,0.9390392179263297,0.9824722420247848
277,p_99526afb,0.9764755197853789,0.9736901872128517,0.9487292970225069,0.9528173522747199,0.9954980032153062
278,p_99a33b12,0.9453290398993264,0.9656995699384168,0.9336741452199898,0.9337607973073812,0.9999006186489106
279,p_99d2a3b9,0.9179360352342484,0.9436785655134825,0.893363075579555,0.9715511160021445,0.9173606691655831
280,p_9a992806,0.9900092649783817,0.9827266210169827,0.966039848599428,0.9690785983962058,0.9967645589831127
281,p_9ab20ac0,0.9336804106985583,0.925372511509665,0.8611100324724179,0.8914083364109366,0.9620273928775265
282,p_9d71b618,0.9893227023319616,0.9885867164555708,0.9774310190895813,0.9780194407608032,0.9993848403920222
283,p_9e81d06f,0.9844541265289114,0.9782468704527351,0.9574199893923423,0.9852002431795729,0.9713909612466729
284,p_9e8f5a06,0.9978875171467764,0.9938997821350762,0.9878735383282806,0.9908872806974242,0.9969306566805399
285,p_9ed69917,0.9853186881188118,0.9705682015279311,0.9428193329256916,0.9428403734913947,0.9999763309687971
286,p_9f3ce5d8,0.9721776406035665,0.9548794821123351,0.9136548998600471,0.9258371184682831,0.9858028979848842
287,p_9f45187e,0.9802017604023777,0.9705614144526892,0.9428065239430294,0.9428205344125277,0.9999842386202838
288,p_a027b8a1,0.8580738811728396,0.8838266490767255,0.7918363651538922,0.9388422932064417,0.8349018575433472
289,p_a06aa630,0.9778404706790124,0.9781271139690813,0.9571905932138473,0.9571905932138473,1.0
290,p_a0927607,0.9872169174382716,0.9741201464901053,0.9495460342234996,0.958542691842848,0.9902122693005474
291,p_a09f6d7a,0.9971089835975568,0.985833232909498,0.9720622533685572,0.9813639990403017,0.9903433597225194
292,p_a0d7043e,0.9580548166336994,0.9697069461588638,0.9411952672529476,0.9414180719405653,0.9997486071822166
293,p_a0fe2077,0.8858895435204068,0.815091722298438,0.6878943608019351,0.6878943608019351,1.0
294,p_a1223c2a,0.9853028549382716,0.9783420388728992,0.9576023249440397,0.9584490196023827,0.9990783370006329
295,p_a16e9e66,0.9962968678555099,0.9798581771945696,0.9605117203213184,0.9614786253347894,0.998954107505071
296,p_a1f3fa33,0.990098308184728,0.9827773723861353,0.9661379384486078,0.9673158741403807,0.9987411700046878
297,p_a22ecda6,0.9945930880713489,0.9937879978140584,0.9876526971007175,0.9880971079028581,0.9995448201825013
298,p_a283d89c,0.9825467424429619,0.9543533753872997,0.9126920633830624,0.9918396740347158,0.919597451030589
299,p_a28e0785,0.9968792866941015,0.9937456041677644,0.9875689569990642,0.9876004362387838,0.9999677253519665
300,p_a293d5dc,0.9963797439414723,0.9944148954931186,0.9888918312694774,0.9892492171121305,0.9996348055162095
301,p_a3fdb557,0.9552083333333333,0.9569475906567579,0.9174491924708751,0.9633518549285288,0.9506279138396072
302,p_a4bb2d84,0.9883550525834477,0.9483459759857211,0.9017661268159092,0.9723823833712001,0.925469219312092
303,p_a5557d9c,0.9804726080246914,0.9753109905480336,0.951811702430241,0.9524555238121324,0.999290322016385
304,p_a5edb3b1,0.997174961419753,0.9819659514207433,0.9645708341397329,0.9716224778243494,0.9925320189686718
305,p_a5f698d0,0.9561169482213981,0.9452686889623083,0.896217528644628,0.896217528644628,1.0
306,p_a604b4ee,0.9982761774119798,0.9938455008488964,0.9877662940307952,0.9904580618395685,0.99725618995356
307,p_a6186f36,0.9022685185185185,0.9093891073615422,0.8338346091166435,0.8369104782303789,0.9956116737368768
308,p_a6a502d2,0.9728311471193416,0.9641626400208309,0.9308050445682132,0.9308050445682132,1.0
309,p_a7f9f28a,0.9766832418838591,0.8893085549468588,0.8006801158933117,0.8022911974933907,0.99749828044824
310,p_a9065632,0.9843101280292639,0.9706428709691565,0.9429602648043369,0.9489188460163224,0.993384876716167
311,p_aac2d174,0.9572910127641766,0.962224931522061,0.9271998921050549,0.9361895844259325,0.9897497828595905
312,p_ab8129e0,0.9752777777777778,0.9829125739436156,0.966399297408211,0.9664510520251026,0.9999445899471389
313,p_ac32fee9,0.9698165294924554,0.9665244409171501,0.9352175118440971,0.9425015515395476,0.9918039718212746
314,p_ac499c80,0.9639933770576131,0.973132344703417,0.9476706561785257,0.9497719460912403,0.9976708551921237
315,p_adb14fc5,0.9908599108367627,0.9792512061781231,0.9593459351655182,0.9617885774799194,0.9973596784040722
316,p_adba9f61,0.9727463420210334,0.9686593582539734,0.9392234912938795,0.9392534204844125,0.9999660743243701
317,p_aeac51d7,0.9747805212620028,0.9562664531066636,0.9161978705704942,0.9368084172586427,0.976549942710927
318,p_af08cd55,0.9638020118884316,0.9620889053838878,0.9269473179104339,0.9269515948194322,0.9999950224487562
319,p_af17fba0,0.9938662765775035,0.9910644798437552,0.9822872324787197,0.9826247803911553,0.9996504113178548
320,p_af28269d,0.8933947402263375,0.7853418167576043,0.646553761043474,0.6897834014389362,0.9116340818857007
321,p_b0481f35,0.9684601123113855,0.9667378499996327,0.9356172100171182,0.9356172100171182,1.0
322,p_b1382594,0.9770066816698941,0.9662625251655197,0.9347271901120112,0.9369847134501037,0.9974290308133167
323,p_b25b453d,0.9892674575617284,0.9774019847261582,0.9558027398130826,0.9558046379908527,0.9999979222247155
324,p_b27e5e8a,0.9742456477478095,0.9670351711708547,0.9361743441613386,0.9369312757721174,0.9991377810720256
325,p_b33d5f1e,0.972005744170096,0.9514991050673243,0.9074852579199943,0.9626938430470108,0.9405617315559667
326,p_b35fdb10,0.9711145404663923,0.975814220595097,0.9527707181817034,0.9540412200089554,0.9986042322616285
327,p_b37fd56d,0.9755641289437585,0.9822433450442889,0.965106285732941,0.9732714600364128,0.9913821796654988
328,p_b3940d68,0.9908180922258892,0.9770606415004129,0.9551501106903665,0.958479141273149,0.9963768433283993
329,p_b4aa3e8b,0.9096349344135802,0.8824720748792771,0.7896644504735275,0.789677746696421,0.9999786780686879
330,p_b54b4677,0.9153208590534979,0.7837663435851376,0.6444208639115244,0.6447237619803992,0.9992714879648974
331,p_b57b98d4,0.9323532878943759,0.8573568908107083,0.7503278004441869,0.9816045204756435,0.7610288586713417
332,p_b6b699a2,0.9266343557098765,0.9140944001075154,0.841780722189866,0.8417868505158017,0.9999913515757429
333,p_b7a2fc3c,0.9928645833333334,0.9788547010989953,0.9585851319616081,0.9601681086930923,0.9982830791474279
334,p_b87b9a0a,0.9883401920438958,0.9750255253821462,0.9512681042575911,0.9513953760622705,0.9998593929289709
335,p_b91e8be3,0.9867317708333333,0.9697115813322148,0.9412040005128862,0.9523590199347401,0.9877082268091176
336,p_b9716e3f,0.9589650848765432,0.947402328470848,0.9000612048614147,0.9810656762573452,0.9159725247288065
337,p_b9d611db,0.9330018289894834,0.9353598496545762,0.8785690163489488,0.9348350622395205,0.9358852265993381
338,p_ba8de511,0.9791032235939643,0.9694023324225142,0.9406215081984253,0.9407116486293772,0.9998981399315638
339,p_bac3c1ff,0.9929725008573388,0.9866673443972857,0.9736855305530754,0.9738496641655512,0.9998269340124113
340,p_bb08dd93,0.8360213763145862,0.8621327124675331,0.7576742225687139,0.7577311837221521,0.999900793982542
341,p_bbfe904d,0.9894067215363511,0.9845946943375902,0.9696568344157704,0.9739684826240033,0.9954553323372265
342,p_bc5cfad1,0.9957750263321941,0.9918368448813634,0.9838058848368126,0.9857713970820425,0.997977396148277
343,p_bcb4e45b,0.9744879435539114,0.9639880000290089,0.9304795697887678,0.9306113050675529,0.999847888915448
344,p_bcf86dbc,0.973704618763297,0.9423963075905374,0.891067527802918,0.8911519815751189,0.999893656617217
345,p_bd36e971,0.9901016534774496,0.985442083748628,0.9713019512869976,0.9744586618010558,0.9966759232527462
346,p_bd60b148,0.9969167969428522,0.9913071395727847,0.9827641083460557,0.9858967420716528,0.9967772470357785
347,p_be75a9b3,0.9390140603566529,0.8902717060995813,0.8022429553188177,0.8042612253391849,0.9968816860083508
348,p_be8e8817,0.9905515546410608,0.9747159347273141,0.9506789071846908,0.9517920777587603,0.9987712831314727
349,p_bf2fdaa1,0.9982951566951567,0.9983626580976188,0.996730669207537,0.9970880281228275,0.9996405510965384
350,p_bfe420db,0.9887251371742113,0.9851394245383118,0.9707140550712051,0.9707529669047317,0.9999587082092668
351,p_c06e4ea1,0.9947120993754718,0.9814845965300139,0.9636423692623483,0.9673396885546806,0.9960493104583531
352,p_c096680e,0.9972788065843622,0.9931031285808032,0.9863007392018691,0.9867294594485673,0.9995596730499494
353,p_c14d1bde,0.9640329218106996,0.966067806151666,0.9343628256277869,0.9347064946041336,0.9996066504528541
354,p_c1f6ee23,0.9877668467078189,0.9862223641626492,0.9728192152789584,0.9749349965064201,0.9977741535116063
355,p_c236892b,0.9948828303612254,0.9891706008363059,0.9785732406029073,0.9795367378081647,0.99899584656731
356,p_c23a93db,0.9801812027080844,0.9849645224363929,0.9703744787331045,0.9708127445589055,0.9995349916247392
357,p_c39cb2f3,0.9979180973309527,0.9958750776682737,0.9917840455106968,0.9937522628530051,0.9980069812469888
358,p_c3aa565d,0.9944123093681917,0.9827884433095714,0.966159337106968,0.9675412836157147,0.9985238468618961
359,p_c3b49327,0.9347913166289235,0.8576637437663027,0.7507979713381724,0.7558552945915815,0.9911670490388484
360,p_c3ee0a89,0.9878643689986283,0.9764526318197225,0.9539887084617463,0.9602017822600104,0.993263023411258
361,p_c4ca64e7,0.9968944727684713,0.9974105486544131,0.9948344731891772,0.9962514841853521,0.9985723132353769
362,p_c52b37e6,0.9849911172903874,0.9734717003027418,0.9483145282890264,0.9571184080269803,0.9903935301736561
363,p_c61fab84,0.964463305898491,0.9665921404081159,0.9353442897074973,0.9361347598925918,0.9990980473613997
364,p_c6ac6aae,0.9980029721079103,0.9888979270199163,0.978039659344458,0.9808879055489369,0.9970398467383852
365,p_c6c3cbfb,0.9871030521262003,0.9875598624249627,0.9754254358093041,0.9754636807256176,0.999959806939332
366,p_c7091aac,0.9800556198559671,0.9665982556537799,0.9353557422774592,0.9357344031524684,0.9995675527195923
367,p_c7664967,0.9412876607177125,0.9120175993558405,0.8382650296694728,0.8471771446888648,0.9876060724017127
368,p_c770e8ba,0.975982221364387,0.977438459024138,0.955872502393683,0.9735604899230281,0.9813474457913935
369,p_c7cec6d2,0.9862678433641975,0.9880336176548581,0.9763502374112252,0.9791142983267118,0.9971169334146485
370,p_c7f17e98,0.9923925468678555,0.9678848390381377,0.9377682604101404,0.9378208784940103,0.9999401734968592
